stockid,year,TCbest,TBbest,TBdivTBmsy,areaid,stocklong,scientificname,commonname,group,kingdom,phylum,class,order,family,genus,AphiaID,Vulnerability,LongevityWild,Length,resilience_score,adjusted_catch,smoothed_catch,status,trend
PORSHARNEATL,1930,1510,0,NA,multinational-ICES-I-II-III-IV-V-VI-VII-VIII-IX-XII-XIV,Porbeagle shark Northeast Atlantic,Lamna nasus,Porbeagle shark,3,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,105841,74.1,65,350,0.2,302,196.86666666666667,NA,-9.739999999999764
SOLEVIIbc,1930,79,0,NA,multinational-ICES-VIIbc,Common sole VIIbc,Solea solea,Common sole,3,Animalia,Chordata,Teleostei,Pleuronectiformes,Soleidae,Solea,127160,34.95,26.399999618530273,70,0.6,47.4,51,NA,-0.7079999999999768
SPURDNEATL,1930,11900,325000,NA,multinational-ICES-I-II-III-IV-V-VI-VII-VIII-IX-XII-XIV,Spurdog Northeast Atlantic,Squalus acanthias,Spurdog,3,Animalia,Chordata,Elasmobranchii,Squaliformes,Squalidae,Squalus,105923,64.24,75,160,0.2,2380,2049.3333333333335,NA,0
COD1IN,1931,0,0,NA,multinational-ICES-1IN,Atlantic cod NAFO Subarea 1 (inshore),Gadus morhua,Atlantic cod,4,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,126436,65.4,25,200,0.2,0,0,NA,535.333333333354
PLAICVIIbc,1931,304,0,NA,multinational-ICES-VIIbc,European Plaice VIIbc,Pleuronectes platessa,European Plaice,3,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Pleuronectes,127143,71.05,50,100,0.2,60.800000000000004,51.2,NA,-0.09266666666667622
PORSHARNEATL,1931,1110,0,NA,multinational-ICES-I-II-III-IV-V-VI-VII-VIII-IX-XII-XIV,Porbeagle shark Northeast Atlantic,Lamna nasus,Porbeagle shark,3,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,105841,74.1,65,350,0.2,222,230.13333333333333,NA,-9.739999999999764
SOLEVIIbc,1931,120,0,NA,multinational-ICES-VIIbc,Common sole VIIbc,Solea solea,Common sole,3,Animalia,Chordata,Teleostei,Pleuronectiformes,Soleidae,Solea,127160,34.95,26.399999618530273,70,0.6,72,60.4,NA,-0.7079999999999768
SPURDNEATL,1931,11800,322000,NA,multinational-ICES-I-II-III-IV-V-VI-VII-VIII-IX-XII-XIV,Spurdog Northeast Atlantic,Squalus acanthias,Spurdog,3,Animalia,Chordata,Elasmobranchii,Squaliformes,Squalidae,Squalus,105923,64.24,75,160,0.2,2360,2201.3333333333335,NA,0
COD1IN,1932,0,0,NA,multinational-ICES-1IN,Atlantic cod NAFO Subarea 1 (inshore),Gadus morhua,Atlantic cod,4,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,126436,65.4,25,200,0.2,0,0,NA,535.333333333354
PLAICVIIbc,1932,506,0,NA,multinational-ICES-VIIbc,European Plaice VIIbc,Pleuronectes platessa,European Plaice,3,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Pleuronectes,127143,71.05,50,100,0.2,101.2,63.733333333333334,NA,-0.09266666666667622
PORSHARNEATL,1932,1600,0,NA,multinational-ICES-I-II-III-IV-V-VI-VII-VIII-IX-XII-XIV,Porbeagle shark Northeast Atlantic,Lamna nasus,Porbeagle shark,3,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,105841,74.1,65,350,0.2,320,281.3333333333333,NA,-9.739999999999764
SOLEVIIbc,1932,159,0,NA,multinational-ICES-VIIbc,Common sole VIIbc,Solea solea,Common sole,3,Animalia,Chordata,Teleostei,Pleuronectiformes,Soleidae,Solea,127160,34.95,26.399999618530273,70,0.6,95.39999999999999,71.6,NA,-0.7079999999999768
SPURDNEATL,1932,16700,320000,NA,multinational-ICES-I-II-III-IV-V-VI-VII-VIII-IX-XII-XIV,Spurdog Northeast Atlantic,Squalus acanthias,Spurdog,3,Animalia,Chordata,Elasmobranchii,Squaliformes,Squalidae,Squalus,105923,64.24,75,160,0.2,3340,2693.3333333333335,NA,0
COD1IN,1933,0,0,NA,multinational-ICES-1IN,Atlantic cod NAFO Subarea 1 (inshore),Gadus morhua,Atlantic cod,4,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,126436,65.4,25,200,0.2,0,0,NA,535.333333333354
PLAICVIIbc,1933,653,0,NA,multinational-ICES-VIIbc,European Plaice VIIbc,Pleuronectes platessa,European Plaice,3,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Pleuronectes,127143,71.05,50,100,0.2,130.6,97.53333333333333,NA,-0.09266666666667622
PORSHARNEATL,1933,3880,0,NA,multinational-ICES-I-II-III-IV-V-VI-VII-VIII-IX-XII-XIV,Porbeagle shark Northeast Atlantic,Lamna nasus,Porbeagle shark,3,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,105841,74.1,65,350,0.2,776,439.3333333333333,NA,-9.739999999999764
SOLEVIIbc,1933,431,0,NA,multinational-ICES-VIIbc,Common sole VIIbc,Solea solea,Common sole,3,Animalia,Chordata,Teleostei,Pleuronectiformes,Soleidae,Solea,127160,34.95,26.399999618530273,70,0.6,258.59999999999997,142,NA,-0.7079999999999768
SPURDNEATL,1933,20200,317000,NA,multinational-ICES-I-II-III-IV-V-VI-VII-VIII-IX-XII-XIV,Spurdog Northeast Atlantic,Squalus acanthias,Spurdog,3,Animalia,Chordata,Elasmobranchii,Squaliformes,Squalidae,Squalus,105923,64.24,75,160,0.2,4040,3246.6666666666665,NA,0
COD1IN,1934,0,0,NA,multinational-ICES-1IN,Atlantic cod NAFO Subarea 1 (inshore),Gadus morhua,Atlantic cod,4,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,126436,65.4,25,200,0.2,0,0,NA,535.333333333354
PLAICVIIbc,1934,470,0,NA,multinational-ICES-VIIbc,European Plaice VIIbc,Pleuronectes platessa,European Plaice,3,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Pleuronectes,127143,71.05,50,100,0.2,94,108.6,NA,-0.09266666666667622
PORSHARNEATL,1934,3630,0,NA,multinational-ICES-I-II-III-IV-V-VI-VII-VIII-IX-XII-XIV,Porbeagle shark Northeast Atlantic,Lamna nasus,Porbeagle shark,3,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,105841,74.1,65,350,0.2,726,607.3333333333334,NA,-9.739999999999764
SOLEVIIbc,1934,240,0,NA,multinational-ICES-VIIbc,Common sole VIIbc,Solea solea,Common sole,3,Animalia,Chordata,Teleostei,Pleuronectiformes,Soleidae,Solea,127160,34.95,26.399999618530273,70,0.6,144,166,NA,-0.7079999999999768
SPURDNEATL,1934,20400,313000,NA,multinational-ICES-I-II-III-IV-V-VI-VII-VIII-IX-XII-XIV,Spurdog Northeast Atlantic,Squalus acanthias,Spurdog,3,Animalia,Chordata,Elasmobranchii,Squaliformes,Squalidae,Squalus,105923,64.24,75,160,0.2,4080,3820,NA,0
COD1IN,1935,0,0,NA,multinational-ICES-1IN,Atlantic cod NAFO Subarea 1 (inshore),Gadus morhua,Atlantic cod,4,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,126436,65.4,25,200,0.2,0,0,NA,535.333333333354
GHALNEAR,1935,1530,0,NA,multinational-ICES-I-II,Greenland halibut Northeast Arctic,Reinhardtius hippoglossoides,Greenland halibut,4,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Reinhardtius,127144,71.36,36,110,0.2,306,NA,NA,345.33333333331194
PLAICVIIbc,1935,300,0,NA,multinational-ICES-VIIbc,European Plaice VIIbc,Pleuronectes platessa,European Plaice,3,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Pleuronectes,127143,71.05,50,100,0.2,60,94.86666666666666,NA,-0.09266666666667622
PORSHARNEATL,1935,1990,0,NA,multinational-ICES-I-II-III-IV-V-VI-VII-VIII-IX-XII-XIV,Porbeagle shark Northeast Atlantic,Lamna nasus,Porbeagle shark,3,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,105841,74.1,65,350,0.2,398,633.3333333333334,NA,-9.739999999999764
SOLEVIIbc,1935,58,0,NA,multinational-ICES-VIIbc,Common sole VIIbc,Solea solea,Common sole,3,Animalia,Chordata,Teleostei,Pleuronectiformes,Soleidae,Solea,127160,34.95,26.399999618530273,70,0.6,34.8,145.79999999999998,NA,-0.7079999999999768
SPURDNEATL,1935,22300,309000,NA,multinational-ICES-I-II-III-IV-V-VI-VII-VIII-IX-XII-XIV,Spurdog Northeast Atlantic,Squalus acanthias,Spurdog,3,Animalia,Chordata,Elasmobranchii,Squaliformes,Squalidae,Squalus,105923,64.24,75,160,0.2,4460,4193.333333333333,NA,0
COD1IN,1936,0,0,NA,multinational-ICES-1IN,Atlantic cod NAFO Subarea 1 (inshore),Gadus morhua,Atlantic cod,4,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,126436,65.4,25,200,0.2,0,0,NA,535.333333333354
GHALNEAR,1936,830,0,NA,multinational-ICES-I-II,Greenland halibut Northeast Arctic,Reinhardtius hippoglossoides,Greenland halibut,4,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Reinhardtius,127144,71.36,36,110,0.2,166,NA,NA,345.33333333331194
PLAICVIIbc,1936,349,0,NA,multinational-ICES-VIIbc,European Plaice VIIbc,Pleuronectes platessa,European Plaice,3,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Pleuronectes,127143,71.05,50,100,0.2,69.8,74.6,NA,-0.09266666666667622
PORSHARNEATL,1936,2460,0,NA,multinational-ICES-I-II-III-IV-V-VI-VII-VIII-IX-XII-XIV,Porbeagle shark Northeast Atlantic,Lamna nasus,Porbeagle shark,3,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,105841,74.1,65,350,0.2,492,538.6666666666666,NA,-9.739999999999764
SOLEVIIbc,1936,72,0,NA,multinational-ICES-VIIbc,Common sole VIIbc,Solea solea,Common sole,3,Animalia,Chordata,Teleostei,Pleuronectiformes,Soleidae,Solea,127160,34.95,26.399999618530273,70,0.6,43.199999999999996,74,NA,-0.7079999999999768
SPURDNEATL,1936,20900,304000,NA,multinational-ICES-I-II-III-IV-V-VI-VII-VIII-IX-XII-XIV,Spurdog Northeast Atlantic,Squalus acanthias,Spurdog,3,Animalia,Chordata,Elasmobranchii,Squaliformes,Squalidae,Squalus,105923,64.24,75,160,0.2,4180,4240,NA,0
COD1IN,1937,0,0,NA,multinational-ICES-1IN,Atlantic cod NAFO Subarea 1 (inshore),Gadus morhua,Atlantic cod,4,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,126436,65.4,25,200,0.2,0,0,NA,535.333333333354
GHALNEAR,1937,616,0,NA,multinational-ICES-I-II,Greenland halibut Northeast Arctic,Reinhardtius hippoglossoides,Greenland halibut,4,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Reinhardtius,127144,71.36,36,110,0.2,123.2,198.4,NA,345.33333333331194
PLAICVIIbc,1937,326,0,NA,multinational-ICES-VIIbc,European Plaice VIIbc,Pleuronectes platessa,European Plaice,3,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Pleuronectes,127143,71.05,50,100,0.2,65.2,65,NA,-0.09266666666667622
PORSHARNEATL,1937,2810,0,NA,multinational-ICES-I-II-III-IV-V-VI-VII-VIII-IX-XII-XIV,Porbeagle shark Northeast Atlantic,Lamna nasus,Porbeagle shark,3,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,105841,74.1,65,350,0.2,562,484,NA,-9.739999999999764
SOLEVIIbc,1937,71,0,NA,multinational-ICES-VIIbc,Common sole VIIbc,Solea solea,Common sole,3,Animalia,Chordata,Teleostei,Pleuronectiformes,Soleidae,Solea,127160,34.95,26.399999618530273,70,0.6,42.6,40.199999999999996,NA,-0.7079999999999768
SPURDNEATL,1937,23900,300000,NA,multinational-ICES-I-II-III-IV-V-VI-VII-VIII-IX-XII-XIV,Spurdog Northeast Atlantic,Squalus acanthias,Spurdog,3,Animalia,Chordata,Elasmobranchii,Squaliformes,Squalidae,Squalus,105923,64.24,75,160,0.2,4780,4473.333333333333,NA,0
COD1IN,1938,0,0,NA,multinational-ICES-1IN,Atlantic cod NAFO Subarea 1 (inshore),Gadus morhua,Atlantic cod,4,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,126436,65.4,25,200,0.2,0,0,NA,535.333333333354
GHALNEAR,1938,329,0,NA,multinational-ICES-I-II,Greenland halibut Northeast Arctic,Reinhardtius hippoglossoides,Greenland halibut,4,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Reinhardtius,127144,71.36,36,110,0.2,65.8,118.33333333333333,NA,345.33333333331194
PLAICVIIbc,1938,404,0,NA,multinational-ICES-VIIbc,European Plaice VIIbc,Pleuronectes platessa,European Plaice,3,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Pleuronectes,127143,71.05,50,100,0.2,80.80000000000001,71.93333333333334,NA,-0.09266666666667622
PORSHARNEATL,1938,2730,0,NA,multinational-ICES-I-II-III-IV-V-VI-VII-VIII-IX-XII-XIV,Porbeagle shark Northeast Atlantic,Lamna nasus,Porbeagle shark,3,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,105841,74.1,65,350,0.2,546,533.3333333333334,NA,-9.739999999999764
SOLEVIIbc,1938,72,0,NA,multinational-ICES-VIIbc,Common sole VIIbc,Solea solea,Common sole,3,Animalia,Chordata,Teleostei,Pleuronectiformes,Soleidae,Solea,127160,34.95,26.399999618530273,70,0.6,43.199999999999996,43,NA,-0.7079999999999768
SPURDNEATL,1938,18200,296000,NA,multinational-ICES-I-II-III-IV-V-VI-VII-VIII-IX-XII-XIV,Spurdog Northeast Atlantic,Squalus acanthias,Spurdog,3,Animalia,Chordata,Elasmobranchii,Squaliformes,Squalidae,Squalus,105923,64.24,75,160,0.2,3640,4200,NA,0
COD1IN,1939,0,0,NA,multinational-ICES-1IN,Atlantic cod NAFO Subarea 1 (inshore),Gadus morhua,Atlantic cod,4,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,126436,65.4,25,200,0.2,0,0,NA,535.333333333354
GHALNEAR,1939,459,0,NA,multinational-ICES-I-II,Greenland halibut Northeast Arctic,Reinhardtius hippoglossoides,Greenland halibut,4,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Reinhardtius,127144,71.36,36,110,0.2,91.80000000000001,93.60000000000001,NA,345.33333333331194
PLAICVIIbc,1939,24,0,NA,multinational-ICES-VIIbc,European Plaice VIIbc,Pleuronectes platessa,European Plaice,3,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Pleuronectes,127143,71.05,50,100,0.2,4.800000000000001,50.26666666666667,NA,-0.09266666666667622
PORSHARNEATL,1939,2210,0,NA,multinational-ICES-I-II-III-IV-V-VI-VII-VIII-IX-XII-XIV,Porbeagle shark Northeast Atlantic,Lamna nasus,Porbeagle shark,3,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,105841,74.1,65,350,0.2,442,516.6666666666666,NA,-9.739999999999764
SOLEVIIbc,1939,13,0,NA,multinational-ICES-VIIbc,Common sole VIIbc,Solea solea,Common sole,3,Animalia,Chordata,Teleostei,Pleuronectiformes,Soleidae,Solea,127160,34.95,26.399999618530273,70,0.6,7.8,31.2,NA,-0.7079999999999768
SPURDNEATL,1939,20100,293000,NA,multinational-ICES-I-II-III-IV-V-VI-VII-VIII-IX-XII-XIV,Spurdog Northeast Atlantic,Squalus acanthias,Spurdog,3,Animalia,Chordata,Elasmobranchii,Squaliformes,Squalidae,Squalus,105923,64.24,75,160,0.2,4020,4146.666666666667,NA,0
COD1IN,1940,0,0,NA,multinational-ICES-1IN,Atlantic cod NAFO Subarea 1 (inshore),Gadus morhua,Atlantic cod,4,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,126436,65.4,25,200,0.2,0,0,NA,535.333333333354
GHALNEAR,1940,846,0,NA,multinational-ICES-I-II,Greenland halibut Northeast Arctic,Reinhardtius hippoglossoides,Greenland halibut,4,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Reinhardtius,127144,71.36,36,110,0.2,169.20000000000002,108.93333333333334,NA,345.33333333331194
PLAICVIIbc,1940,47,0,NA,multinational-ICES-VIIbc,European Plaice VIIbc,Pleuronectes platessa,European Plaice,3,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Pleuronectes,127143,71.05,50,100,0.2,9.4,31.66666666666667,NA,-0.09266666666667622
PORSHARNEATL,1940,104,0,NA,multinational-ICES-I-II-III-IV-V-VI-VII-VIII-IX-XII-XIV,Porbeagle shark Northeast Atlantic,Lamna nasus,Porbeagle shark,3,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,105841,74.1,65,350,0.2,20.8,336.26666666666665,NA,-9.739999999999764
SOLEVIIbc,1940,19,0,NA,multinational-ICES-VIIbc,Common sole VIIbc,Solea solea,Common sole,3,Animalia,Chordata,Teleostei,Pleuronectiformes,Soleidae,Solea,127160,34.95,26.399999618530273,70,0.6,11.4,20.799999999999997,NA,-0.7079999999999768
SPURDNEATL,1940,9430,290000,NA,multinational-ICES-I-II-III-IV-V-VI-VII-VIII-IX-XII-XIV,Spurdog Northeast Atlantic,Squalus acanthias,Spurdog,3,Animalia,Chordata,Elasmobranchii,Squaliformes,Squalidae,Squalus,105923,64.24,75,160,0.2,1886,3182,NA,0
COD1IN,1941,0,0,NA,multinational-ICES-1IN,Atlantic cod NAFO Subarea 1 (inshore),Gadus morhua,Atlantic cod,4,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,126436,65.4,25,200,0.2,0,0,NA,535.333333333354
GHALNEAR,1941,1660,0,NA,multinational-ICES-I-II,Greenland halibut Northeast Arctic,Reinhardtius hippoglossoides,Greenland halibut,4,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Reinhardtius,127144,71.36,36,110,0.2,332,197.66666666666669,NA,345.33333333331194
PLAICVIIbc,1941,43,0,NA,multinational-ICES-VIIbc,European Plaice VIIbc,Pleuronectes platessa,European Plaice,3,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Pleuronectes,127143,71.05,50,100,0.2,8.6,7.6000000000000005,NA,-0.09266666666667622
PORSHARNEATL,1941,283,0,NA,multinational-ICES-I-II-III-IV-V-VI-VII-VIII-IX-XII-XIV,Porbeagle shark Northeast Atlantic,Lamna nasus,Porbeagle shark,3,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,105841,74.1,65,350,0.2,56.6,173.13333333333333,NA,-9.739999999999764
SOLEVIIbc,1941,14,0,NA,multinational-ICES-VIIbc,Common sole VIIbc,Solea solea,Common sole,3,Animalia,Chordata,Teleostei,Pleuronectiformes,Soleidae,Solea,127160,34.95,26.399999618530273,70,0.6,8.4,9.2,NA,-0.7079999999999768
SPURDNEATL,1941,8740,289000,NA,multinational-ICES-I-II-III-IV-V-VI-VII-VIII-IX-XII-XIV,Spurdog Northeast Atlantic,Squalus acanthias,Spurdog,3,Animalia,Chordata,Elasmobranchii,Squaliformes,Squalidae,Squalus,105923,64.24,75,160,0.2,1748,2551.3333333333335,NA,0
COD1IN,1942,0,0,NA,multinational-ICES-1IN,Atlantic cod NAFO Subarea 1 (inshore),Gadus morhua,Atlantic cod,4,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,126436,65.4,25,200,0.2,0,0,NA,535.333333333354
GHALNEAR,1942,955,0,NA,multinational-ICES-I-II,Greenland halibut Northeast Arctic,Reinhardtius hippoglossoides,Greenland halibut,4,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Reinhardtius,127144,71.36,36,110,0.2,191,230.73333333333335,NA,345.33333333331194
PLAICVIIbc,1942,41,0,NA,multinational-ICES-VIIbc,European Plaice VIIbc,Pleuronectes platessa,European Plaice,3,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Pleuronectes,127143,71.05,50,100,0.2,8.200000000000001,8.733333333333334,NA,-0.09266666666667622
PORSHARNEATL,1942,288,0,NA,multinational-ICES-I-II-III-IV-V-VI-VII-VIII-IX-XII-XIV,Porbeagle shark Northeast Atlantic,Lamna nasus,Porbeagle shark,3,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,105841,74.1,65,350,0.2,57.6,45,NA,-9.739999999999764
SOLEVIIbc,1942,8,0,NA,multinational-ICES-VIIbc,Common sole VIIbc,Solea solea,Common sole,3,Animalia,Chordata,Teleostei,Pleuronectiformes,Soleidae,Solea,127160,34.95,26.399999618530273,70,0.6,4.8,8.2,NA,-0.7079999999999768
SPURDNEATL,1942,10600,289000,NA,multinational-ICES-I-II-III-IV-V-VI-VII-VIII-IX-XII-XIV,Spurdog Northeast Atlantic,Squalus acanthias,Spurdog,3,Animalia,Chordata,Elasmobranchii,Squaliformes,Squalidae,Squalus,105923,64.24,75,160,0.2,2120,1918,NA,0
COD1IN,1943,0,0,NA,multinational-ICES-1IN,Atlantic cod NAFO Subarea 1 (inshore),Gadus morhua,Atlantic cod,4,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,126436,65.4,25,200,0.2,0,0,NA,535.333333333354
CODNEAR,1943,0,0,NA,multinational-ICES-I-II,Atlantic cod Northeast Arctic,Gadus morhua,Atlantic cod,4,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,126436,65.4,25,200,0.2,0,NA,NA,-14406.666666668516
GHALNEAR,1943,824,0,NA,multinational-ICES-I-II,Greenland halibut Northeast Arctic,Reinhardtius hippoglossoides,Greenland halibut,4,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Reinhardtius,127144,71.36,36,110,0.2,164.8,229.26666666666668,NA,345.33333333331194
PLAICVIIbc,1943,29,0,NA,multinational-ICES-VIIbc,European Plaice VIIbc,Pleuronectes platessa,European Plaice,3,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Pleuronectes,127143,71.05,50,100,0.2,5.800000000000001,7.533333333333334,NA,-0.09266666666667622
PORSHARNEATL,1943,351,0,NA,multinational-ICES-I-II-III-IV-V-VI-VII-VIII-IX-XII-XIV,Porbeagle shark Northeast Atlantic,Lamna nasus,Porbeagle shark,3,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,105841,74.1,65,350,0.2,70.2,61.46666666666667,NA,-9.739999999999764
SOLEVIIbc,1943,11,0,NA,multinational-ICES-VIIbc,Common sole VIIbc,Solea solea,Common sole,3,Animalia,Chordata,Teleostei,Pleuronectiformes,Soleidae,Solea,127160,34.95,26.399999618530273,70,0.6,6.6,6.6,NA,-0.7079999999999768
SPURDNEATL,1943,8180,289000,NA,multinational-ICES-I-II-III-IV-V-VI-VII-VIII-IX-XII-XIV,Spurdog Northeast Atlantic,Squalus acanthias,Spurdog,3,Animalia,Chordata,Elasmobranchii,Squaliformes,Squalidae,Squalus,105923,64.24,75,160,0.2,1636,1834.6666666666667,NA,0
COD1IN,1944,0,0,NA,multinational-ICES-1IN,Atlantic cod NAFO Subarea 1 (inshore),Gadus morhua,Atlantic cod,4,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,126436,65.4,25,200,0.2,0,0,NA,535.333333333354
CODNEAR,1944,0,0,NA,multinational-ICES-I-II,Atlantic cod Northeast Arctic,Gadus morhua,Atlantic cod,4,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,126436,65.4,25,200,0.2,0,NA,NA,-14406.666666668516
GHALNEAR,1944,678,0,NA,multinational-ICES-I-II,Greenland halibut Northeast Arctic,Reinhardtius hippoglossoides,Greenland halibut,4,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Reinhardtius,127144,71.36,36,110,0.2,135.6,163.8,NA,345.33333333331194
PLAICVIIbc,1944,42,0,NA,multinational-ICES-VIIbc,European Plaice VIIbc,Pleuronectes platessa,European Plaice,3,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Pleuronectes,127143,71.05,50,100,0.2,8.4,7.466666666666668,NA,-0.09266666666667622
PORSHARNEATL,1944,321,0,NA,multinational-ICES-I-II-III-IV-V-VI-VII-VIII-IX-XII-XIV,Porbeagle shark Northeast Atlantic,Lamna nasus,Porbeagle shark,3,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,105841,74.1,65,350,0.2,64.2,64,NA,-9.739999999999764
SOLEVIIbc,1944,16,0,NA,multinational-ICES-VIIbc,Common sole VIIbc,Solea solea,Common sole,3,Animalia,Chordata,Teleostei,Pleuronectiformes,Soleidae,Solea,127160,34.95,26.399999618530273,70,0.6,9.6,7,NA,-0.7079999999999768
SPURDNEATL,1944,8150,290000,NA,multinational-ICES-I-II-III-IV-V-VI-VII-VIII-IX-XII-XIV,Spurdog Northeast Atlantic,Squalus acanthias,Spurdog,3,Animalia,Chordata,Elasmobranchii,Squaliformes,Squalidae,Squalus,105923,64.24,75,160,0.2,1630,1795.3333333333333,NA,0
COD1IN,1945,0,0,NA,multinational-ICES-1IN,Atlantic cod NAFO Subarea 1 (inshore),Gadus morhua,Atlantic cod,4,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,126436,65.4,25,200,0.2,0,0,NA,535.333333333354
CODNEAR,1945,0,0,NA,multinational-ICES-I-II,Atlantic cod Northeast Arctic,Gadus morhua,Atlantic cod,4,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,126436,65.4,25,200,0.2,0,0,NA,-14406.666666668516
GHALNEAR,1945,1150,0,NA,multinational-ICES-I-II,Greenland halibut Northeast Arctic,Reinhardtius hippoglossoides,Greenland halibut,4,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Reinhardtius,127144,71.36,36,110,0.2,230,176.8,NA,345.33333333331194
PLAICVIIbc,1945,30,0,NA,multinational-ICES-VIIbc,European Plaice VIIbc,Pleuronectes platessa,European Plaice,3,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Pleuronectes,127143,71.05,50,100,0.2,6,6.733333333333333,NA,-0.09266666666667622
PORSHARNEATL,1945,927,0,NA,multinational-ICES-I-II-III-IV-V-VI-VII-VIII-IX-XII-XIV,Porbeagle shark Northeast Atlantic,Lamna nasus,Porbeagle shark,3,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,105841,74.1,65,350,0.2,185.4,106.60000000000001,NA,-9.739999999999764
