"year","scientificname","group","commonname","total_catch","total_biomass"
1968,"Nephrops norvegicus",4,"Norway lobster",3930,0
1968,"Pagellus bogaraveo",3,"Red seabream",9590,0
1968,"Platichthys flesus",4,"European flounder",0,0
1968,"Pleuronectes platessa",3,"European Plaice",492,0
1968,"Pleuronectes platessa",4,"European Plaice",140000,529000
1968,"Pollachius virens",4,"Pollock",239400,1498000
1968,"Reinhardtius hippoglossoides",4,"Greenland halibut",8366200,0
1968,"Scophthalmus maximus",4,"Turbot",64,0
1968,"Scophthalmus rhombus",3,"Brill",0,0
1968,"Sebastes norvegicus",4,"Golden Redfish",0,0
1968,"Solea solea",3,"Common sole",129,0
1968,"Solea solea",4,"Common sole",33200,103000
1968,"Sprattus sprattus",3,"Sprat",14600,0
1968,"Squalus acanthias",3,"Spurdog",56000,154000
1969,"Argentina silus",3,"Greater silver smelt",0,0
1969,"Clupea harengus",3,"Herring",718400,3589000
1969,"Clupea harengus",4,"Herring",107000,988000
1969,"Gadus morhua",3,"Atlantic cod",235890,714000
1969,"Gadus morhua",4,"Atlantic cod",2039860,4563000
1969,"Glyptocephalus cynoglossus",3,"Witch flounder",0,0
1969,"Lamna nasus",3,"Porbeagle shark",1020,0
1969,"Limanda limanda",4,"Dab",0,0
1969,"Melanogrammus aeglefinus",4,"Haddock",154300,382900
1969,"Merlangius merlangus",4,"Whiting",369,0
1969,"Microstomus kitt",3,"Lemon sole",0,0
1969,"Molva dypterygia",3,"Blue ling",1220,0
1969,"Nephrops norvegicus",4,"Norway lobster",4590,0
1969,"Pagellus bogaraveo",3,"Red seabream",7970,0
1969,"Platichthys flesus",4,"European flounder",0,0
1969,"Pleuronectes platessa",3,"European Plaice",382,0
1969,"Pleuronectes platessa",4,"European Plaice",143000,483000
1969,"Pollachius virens",4,"Pollock",317400,1753000
1969,"Reinhardtius hippoglossoides",4,"Greenland halibut",26243800,0
1969,"Scophthalmus maximus",4,"Turbot",76,0
1969,"Scophthalmus rhombus",3,"Brill",0,0
1969,"Sebastes norvegicus",4,"Golden Redfish",0,0
1969,"Solea solea",3,"Common sole",449,2930
1969,"Solea solea",4,"Common sole",27600,88400
1969,"Sprattus sprattus",3,"Sprat",9190,0
1969,"Squalus acanthias",3,"Spurdog",52100,147000
1970,"Ammodytes spp",4,"Sand eel",0,0
1970,"Argentina silus",3,"Greater silver smelt",0,0
1970,"Clupea harengus",3,"Herring",780700,3603000
1970,"Clupea harengus",4,"Herring",166000,1e+06
1970,"Gadus morhua",3,"Atlantic Cod",0,0
1970,"Gadus morhua",3,"Atlantic cod",259130,1105700
1970,"Gadus morhua",4,"Atlantic cod",1720000,3868300
1970,"Glyptocephalus cynoglossus",3,"Witch flounder",0,0
1970,"Lamna nasus",3,"Porbeagle shark",408,0
1970,"Limanda limanda",4,"Dab",950,0
1970,"Melanogrammus aeglefinus",4,"Haddock",109700,350300
1970,"Merlangius merlangus",4,"Whiting",1280,0
1970,"Microstomus kitt",3,"Lemon sole",0,0
1970,"Molva dypterygia",3,"Blue ling",3240,0
1970,"Nephrops norvegicus",4,"Norway lobster",4940,0
1970,"Pagellus bogaraveo",3,"Red seabream",13300,0
1970,"Pandalus borealis",4,"Northern shrimp",8730,1.62
1970,"Platichthys flesus",4,"European flounder",0,0
1970,"Pleuronectes platessa",3,"European Plaice",234,0
1970,"Pleuronectes platessa",4,"European Plaice",160000,453000
1970,"Pollachius virens",4,"Pollock",565100,2070000
1970,"Reinhardtius hippoglossoides",4,"Greenland halibut",33889500,0
1970,"Sardina pilchardus",3,"Sardine",4050,0
1970,"Scophthalmus maximus",4,"Turbot",77,0
1970,"Scophthalmus rhombus",3,"Brill",0,0
1970,"Scophthalmus rhombus",4,"Brill",4,0
1970,"Sebastes norvegicus",4,"Golden Redfish",0,0
1970,"Solea solea",3,"Common sole",402,10150
1970,"Solea solea",4,"Common sole",19700,80400
1970,"Sprattus sprattus",3,"Sprat",21600,0
1970,"Squalus acanthias",3,"Spurdog",47600,141000
1970,"Trisopterus esmarkii",4,"Norway pout",0,0
1971,"Ammodytes spp",4,"Sand eel",0,0
1971,"Argentina silus",3,"Greater silver smelt",0,0
1971,"Clupea harengus",3,"Herring",773400,3799000
1971,"Clupea harengus",4,"Herring",207000,1520000
1971,"Gadus morhua",3,"Atlantic Cod",5780,15300
1971,"Gadus morhua",3,"Atlantic cod",359610,1246600
1971,"Gadus morhua",4,"Atlantic cod",1408580,3127900
1971,"Glyptocephalus cynoglossus",3,"Witch flounder",0,0
1971,"Lamna nasus",3,"Porbeagle shark",991,0
1971,"Limanda limanda",4,"Dab",1010,0
1971,"Melanogrammus aeglefinus",4,"Haddock",98300,318000
1971,"Merlangius merlangus",4,"Whiting",807,0
1971,"Microstomus kitt",3,"Lemon sole",0,0
1971,"Molva dypterygia",3,"Blue ling",1940,0
1971,"Nephrops norvegicus",4,"Norway lobster",4890,0
1971,"Pagellus bogaraveo",3,"Red seabream",8770,0
1971,"Pandalus borealis",4,"Northern shrimp",8830,1.71
1971,"Platichthys flesus",4,"European flounder",0,0
1971,"Pleuronectes platessa",3,"European Plaice",90,0
1971,"Pleuronectes platessa",4,"European Plaice",137000,452000
1971,"Pollachius virens",4,"Pollock",582700,2204000
1971,"Reinhardtius hippoglossoides",4,"Greenland halibut",29079000,0
1971,"Sardina pilchardus",3,"Sardine",6060,0
1971,"Scophthalmus maximus",4,"Turbot",101,0
1971,"Scophthalmus rhombus",3,"Brill",0,0
1971,"Scophthalmus rhombus",4,"Brill",3,0
1971,"Sebastes norvegicus",4,"Golden Redfish",67900,609000
1971,"Solea solea",3,"Common sole",439,19160
1971,"Solea solea",4,"Common sole",23700,83800
1971,"Sprattus sprattus",3,"Sprat",19000,0
1971,"Squalus acanthias",3,"Spurdog",45700,135000
1971,"Trisopterus esmarkii",4,"Norway pout",1980,0
1972,"Ammodytes spp",4,"Sand eel",0,0
1972,"Argentina silus",3,"Greater silver smelt",0,0
1972,"Clupea harengus",3,"Herring",724200,3454000
1972,"Clupea harengus",4,"Herring",165000,1120000
1972,"Gadus morhua",3,"Atlantic Cod",4740,12800
1972,"Gadus morhua",3,"Atlantic cod",372800,908700
1972,"Gadus morhua",4,"Atlantic cod",1223270,3033400
1972,"Glyptocephalus cynoglossus",3,"Witch flounder",0,0
1972,"Lamna nasus",3,"Porbeagle shark",1760,0
1972,"Limanda limanda",4,"Dab",1240,0
1972,"Mallotus villosus",4,"Capelin",1590000,6600000
1972,"Melanogrammus aeglefinus",4,"Haddock",690500,3256100
1972,"Merlangius merlangus",4,"Whiting",81,0
1972,"Microstomus kitt",3,"Lemon sole",0,0
1972,"Molva dypterygia",3,"Blue ling",4640,0
1972,"Nephrops norvegicus",4,"Norway lobster",5730,0
1972,"Pagellus bogaraveo",3,"Red seabream",9120,0
1972,"Pandalus borealis",4,"Northern shrimp",9160,1.77
1972,"Platichthys flesus",4,"European flounder",0,0
1972,"Pleuronectes platessa",3,"European Plaice",234,0
1972,"Pleuronectes platessa",4,"European Plaice",142000,448000
1972,"Pollachius virens",4,"Pollock",552700,2053000
1972,"Reinhardtius hippoglossoides",4,"Greenland halibut",26543100,0
1972,"Sardina pilchardus",3,"Sardine",5090,0
1972,"Scophthalmus maximus",4,"Turbot",132,0
1972,"Scophthalmus rhombus",3,"Brill",0,0
1972,"Scophthalmus rhombus",4,"Brill",7,0
1972,"Sebastes norvegicus",4,"Golden Redfish",50900,611000
1972,"Solea solea",3,"Common sole",454,16330
1972,"Solea solea",4,"Common sole",21100,75500
1972,"Sprattus sprattus",3,"Sprat",22600,0
1972,"Squalus acanthias",3,"Spurdog",50400,131000
1972,"Trisopterus esmarkii",4,"Norway pout",3940,0
1973,"Ammodytes spp",4,"Sand eel",0,0
1973,"Argentina silus",3,"Greater silver smelt",103,0
1973,"Clupea harengus",3,"Herring",757900,2892000
1973,"Clupea harengus",4,"Herring",210000,803000
1973,"Coryphaenoides rupestris",4,"Roundnose grenadier",1050,0
1973,"Gadus morhua",3,"Atlantic Cod",4020,11700
1973,"Gadus morhua",3,"Atlantic cod",273000,732300
1973,"Gadus morhua",4,"Atlantic cod",1405300,3730700
1973,"Glyptocephalus cynoglossus",3,"Witch flounder",0,0
1973,"Lamna nasus",3,"Porbeagle shark",985,0
1973,"Limanda limanda",4,"Dab",1310,0
1973,"Mallotus villosus",4,"Capelin",1340000,5140000
1973,"Melanogrammus aeglefinus",4,"Haddock",685000,3335900
1973,"Merlangius merlangus",4,"Whiting",63,0
1973,"Microstomus kitt",3,"Lemon sole",0,0
1973,"Molva dypterygia",3,"Blue ling",25200,0
1973,"Nephrops norvegicus",4,"Norway lobster",5890,0
1973,"Pagellus bogaraveo",3,"Red seabream",7510,0
1973,"Pandalus borealis",4,"Northern shrimp",7240,1.82
1973,"Platichthys flesus",4,"European flounder",8120,0
1973,"Pleuronectes platessa",3,"European Plaice",185,0
1973,"Pleuronectes platessa",4,"European Plaice",144000,397000
1973,"Pollachius virens",4,"Pollock",546400,1988000
1973,"Reinhardtius hippoglossoides",4,"Greenland halibut",20529900,0
1973,"Sardina pilchardus",3,"Sardine",6570,0
1973,"Scophthalmus maximus",4,"Turbot",100,0
1973,"Scophthalmus rhombus",3,"Brill",0,0
1973,"Scophthalmus rhombus",4,"Brill",13,0
1973,"Sebastes norvegicus",4,"Golden Redfish",41700,651000
1973,"Solea solea",3,"Common sole",471,16070
1973,"Solea solea",4,"Common sole",19300,67700
1973,"Sprattus sprattus",3,"Sprat",15900,0
1973,"Sprattus sprattus",4,"Sprat",0,0
1973,"Squalus acanthias",3,"Spurdog",49400,125000
1973,"Squatina squatina",3,"Angel shark",8,0
1973,"Trisopterus esmarkii",4,"Norway pout",11100,0
1974,"Ammodytes spp",4,"Sand eel",0,0
1974,"Argentina silus",3,"Greater silver smelt",0,0
1974,"Clupea harengus",3,"Herring",509900,2064500
1974,"Clupea harengus",4,"Herring",547000,3237000
1974,"Coryphaenoides rupestris",4,"Roundnose grenadier",18400,0
1974,"Gadus morhua",3,"Atlantic Cod",2900,10700
1974,"Gadus morhua",3,"Atlantic cod",249000,702800
1974,"Gadus morhua",4,"Atlantic cod",1696620,3837000
1974,"Glyptocephalus cynoglossus",3,"Witch flounder",0,0
1974,"Lamna nasus",3,"Porbeagle shark",744,0
1974,"Limanda limanda",4,"Dab",1400,0
1974,"Mallotus villosus",4,"Capelin",1150000,5730000
1974,"Melanogrammus aeglefinus",4,"Haddock",632800,3295000
1974,"Merlangius merlangus",4,"Whiting",1,0
1974,"Microstomus kitt",3,"Lemon sole",0,0
1974,"Molva dypterygia",3,"Blue ling",20600,0
1974,"Nephrops norvegicus",4,"Norway lobster",4147,0
1974,"Pagellus bogaraveo",3,"Red seabream",10200,0
1974,"Pandalus borealis",4,"Northern shrimp",8726,1.87
1974,"Platichthys flesus",4,"European flounder",9390,0
1974,"Pleuronectes platessa",3,"European Plaice",152,0
1974,"Pleuronectes platessa",4,"European Plaice",157000,424000
1974,"Pollachius virens",4,"Pollock",648200,1894000
1974,"Reinhardtius hippoglossoides",4,"Greenland halibut",36337800,0
1974,"Sardina pilchardus",3,"Sardine",3950,0
1974,"Scophthalmus maximus",4,"Turbot",117,0
1974,"Scophthalmus rhombus",3,"Brill",0,0
1974,"Scophthalmus rhombus",4,"Brill",26,0
1974,"Sebastes mentella",4,"Beaked Redfish",0,0
1974,"Sebastes norvegicus",4,"Golden Redfish",50600,683000
1974,"Solea solea",3,"Common sole",464,15910
1974,"Solea solea",4,"Common sole",18000,70800
1974,"Sprattus sprattus",3,"Sprat",15600,0
1974,"Sprattus sprattus",4,"Sprat",693300,4750000
1974,"Squalus acanthias",3,"Spurdog",45700,119000
1974,"Squatina squatina",3,"Angel shark",3,0
1974,"Trisopterus esmarkii",4,"Norway pout",6850,0
1975,"Ammodytes spp",4,"Sand eel",0,0
1975,"Argentina silus",3,"Greater silver smelt",0,0
1975,"Clupea harengus",3,"Herring",481600,1622700
1975,"Clupea harengus",4,"Herring",469000,2826000
1975,"Coryphaenoides rupestris",4,"Roundnose grenadier",29900,0
1975,"Gadus morhua",3,"Atlantic Cod",3990,12600
1975,"Gadus morhua",3,"Atlantic cod",258700,780600
1975,"Gadus morhua",4,"Atlantic cod",1484130,3809000
1975,"Glyptocephalus cynoglossus",3,"Witch flounder",1840,0
1975,"Lamna nasus",3,"Porbeagle shark",1060,0
1975,"Limanda limanda",4,"Dab",1530,0
1975,"Mallotus villosus",4,"Capelin",1440000,7810000
1975,"Melanogrammus aeglefinus",4,"Haddock",691700,2608000
1975,"Merlangius merlangus",4,"Whiting",12,0
1975,"Microstomus kitt",3,"Lemon sole",0,0
1975,"Molva dypterygia",3,"Blue ling",14200,0
1975,"Mullus surmuletus",1,"Striped red mullet",539,0
1975,"Nephrops norvegicus",4,"Norway lobster",7245,0
1975,"Pagellus bogaraveo",3,"Red seabream",12800,0
1975,"Pandalus borealis",4,"Northern shrimp",10030,1.9
1975,"Platichthys flesus",4,"European flounder",8450,0
1975,"Pleuronectes platessa",3,"European Plaice",163,0
1975,"Pleuronectes platessa",4,"European Plaice",195000,465000
1975,"Pollachius virens",4,"Pollock",579600,1692000
1975,"Reinhardtius hippoglossoides",4,"Greenland halibut",23538200,0
1975,"Sardina pilchardus",3,"Sardine",5290,0
1975,"Scophthalmus maximus",4,"Turbot",183,0
1975,"Scophthalmus rhombus",3,"Brill",0,0
1975,"Scophthalmus rhombus",4,"Brill",40,0
1975,"Sebastes mentella",4,"Beaked Redfish",4400,0
1975,"Sebastes norvegicus",4,"Golden Redfish",61900,703000
1975,"Solea solea",3,"Common sole",517,16140
1975,"Solea solea",4,"Common sole",20800,67000
1975,"Sprattus sprattus",3,"Sprat",14600,0
1975,"Sprattus sprattus",4,"Sprat",939000,5390000
1975,"Squalus acanthias",3,"Spurdog",44100,114000
1975,"Squatina squatina",3,"Angel shark",32,0
1975,"Trisopterus esmarkii",4,"Norway pout",8660,0
1976,"Ammodytes spp",4,"Sand eel",17,0
1976,"Argentina silus",3,"Greater silver smelt",0,0
1976,"Clupea harengus",3,"Herring",310770,1274200
1976,"Clupea harengus",4,"Herring",398600,2565000
1976,"Coryphaenoides rupestris",4,"Roundnose grenadier",4730,0
1976,"Gadus morhua",3,"Atlantic Cod",4820,12200
1976,"Gadus morhua",3,"Atlantic cod",258600,633000
1976,"Gadus morhua",4,"Atlantic cod",1509330,3849900
1976,"Glyptocephalus cynoglossus",3,"Witch flounder",1500,0
1976,"Lamna nasus",3,"Porbeagle shark",1190,0
1976,"Limanda limanda",4,"Dab",1460,0
1976,"Mallotus villosus",4,"Capelin",2590000,6420000
1976,"Melanogrammus aeglefinus",4,"Haddock",565200,1471000
1976,"Merlangius merlangus",4,"Whiting",18,0
1976,"Microstomus kitt",3,"Lemon sole",0,0
1976,"Molva dypterygia",3,"Blue ling",19200,0
1976,"Mullus surmuletus",1,"Striped red mullet",1510,0
1976,"Nephrops norvegicus",4,"Norway lobster",6893,0
1976,"Pagellus bogaraveo",3,"Red seabream",9100,0
1976,"Pandalus borealis",4,"Northern shrimp",13240,1.93
1976,"Platichthys flesus",4,"European flounder",7490,0
1976,"Pleuronectes platessa",3,"European Plaice",142,0
1976,"Pleuronectes platessa",4,"European Plaice",167000,482000
1976,"Pollachius virens",4,"Pollock",698100,1547000
1976,"Reinhardtius hippoglossoides",4,"Greenland halibut",6086100,0
1976,"Sardina pilchardus",3,"Sardine",3760,0
1976,"Scophthalmus maximus",4,"Turbot",383,0
1976,"Scophthalmus rhombus",3,"Brill",0,0
1976,"Scophthalmus rhombus",4,"Brill",48,0
1976,"Sebastes mentella",4,"Beaked Redfish",59700,0
1976,"Sebastes norvegicus",4,"Golden Redfish",94400,707000
1976,"Solea solea",3,"Common sole",666,14630
1976,"Solea solea",4,"Common sole",17300,58500
1976,"Sprattus sprattus",3,"Sprat",17600,0
1976,"Sprattus sprattus",4,"Sprat",810800,3420000
1976,"Squalus acanthias",3,"Spurdog",44100,109000
1976,"Squatina squatina",3,"Angel shark",26,0
1976,"Trisopterus esmarkii",4,"Norway pout",19900,0
1977,"Ammodytes spp",4,"Sand eel",67,0
1977,"Argentina silus",3,"Greater silver smelt",1,0
1977,"Cetorhinus maximus",3,"Basking shark",3680,0
1977,"Clupea harengus",3,"Herring",115730,958900
1977,"Clupea harengus",4,"Herring",367500,2560700
1977,"Coryphaenoides rupestris",4,"Roundnose grenadier",9350,0
1977,"Gadus morhua",3,"Atlantic Cod",3060,12500
1977,"Gadus morhua",3,"Atlantic cod",273260,928100
1977,"Gadus morhua",4,"Atlantic cod",1539859,4205800
1977,"Glyptocephalus cynoglossus",3,"Witch flounder",1620,0
1977,"Lamna nasus",3,"Porbeagle shark",834,0
1977,"Limanda limanda",4,"Dab",1050,0
1977,"Mallotus villosus",4,"Capelin",2990000,4800000
1977,"Melanogrammus aeglefinus",4,"Haddock",375600,1111000
1977,"Merlangius merlangus",4,"Whiting",7,0
1977,"Microstomus kitt",3,"Lemon sole",0,0
1977,"Molva dypterygia",3,"Blue ling",30300,0
1977,"Mullus surmuletus",1,"Striped red mullet",798,0
1977,"Nephrops norvegicus",4,"Norway lobster",8069,0
1977,"Pagellus bogaraveo",3,"Red seabream",9550,0
1977,"Pandalus borealis",4,"Northern shrimp",21830,1.96
1977,"Platichthys flesus",4,"European flounder",9600,0
1977,"Pleuronectes platessa",3,"European Plaice",896,0
1977,"Pleuronectes platessa",4,"European Plaice",177000,478000
1977,"Pollachius pollachius",4,"European pollack",0,0
1977,"Pollachius virens",4,"Pollock",457800,1267000
1977,"Pollachius virens",4,"Pollock or saithe",0,0
1977,"Reinhardtius hippoglossoides",4,"Greenland halibut",16628800,0
1977,"Sardina pilchardus",3,"Sardine",15100,0
1977,"Scophthalmus maximus",4,"Turbot",736,0
1977,"Scophthalmus rhombus",3,"Brill",0,0
1977,"Scophthalmus rhombus",4,"Brill",67,0
1977,"Sebastes mentella",4,"Beaked Redfish",0,0
1977,"Sebastes norvegicus",4,"Golden Redfish",53700,717000
1977,"Solea solea",3,"Common sole",623,16480
1977,"Solea solea",4,"Common sole",18000,60000
1977,"Sprattus sprattus",3,"Sprat",16800,0
1977,"Sprattus sprattus",4,"Sprat",567400,4020000
1977,"Squalus acanthias",3,"Spurdog",42300,104000
1977,"Squatina squatina",3,"Angel shark",29,0
1977,"Trisopterus esmarkii",4,"Norway pout",5210,0
1978,"Ammodytes spp",4,"Sand eel",0,0
1978,"Argentina silus",3,"Greater silver smelt",409,0
1978,"Cetorhinus maximus",3,"Basking shark",3640,0
1978,"Clupea harengus",3,"Herring",60460,1022300
1978,"Clupea harengus",4,"Herring",317900,2478300
1978,"Coryphaenoides rupestris",4,"Roundnose grenadier",12300,0
1978,"Dicentrarchus labrax",1,"European seabass",576,0
1978,"Gadus morhua",3,"Atlantic Cod",3650,13800
1978,"Gadus morhua",3,"Atlantic cod",362660,1048200
1978,"Gadus morhua",4,"Atlantic cod",1323080,3938900
1978,"Glyptocephalus cynoglossus",3,"Witch flounder",1660,0
1978,"Lamna nasus",3,"Porbeagle shark",763,0
1978,"Limanda limanda",4,"Dab",1140,0
1978,"Mallotus villosus",4,"Capelin",1920000,4250000
1978,"Melanogrammus aeglefinus",4,"Haddock",261600,1093300
1978,"Merlangius merlangus",3,"Whiting",188000,632000
1978,"Merlangius merlangus",4,"Whiting",30,0
1978,"Merluccius merluccius",2,"Hake",50600,119000
1978,"Microstomus kitt",3,"Lemon sole",0,0
1978,"Molva dypterygia",3,"Blue ling",13000,0
1978,"Mullus surmuletus",1,"Striped red mullet",587,0
1978,"Nephrops norvegicus",3,"Norway lobster",249,0
1978,"Nephrops norvegicus",4,"Norway lobster",9046,0
1978,"Pagellus bogaraveo",3,"Red seabream",7090,0
1978,"Pandalus borealis",4,"Northern shrimp",41900,1.99
1978,"Platichthys flesus",4,"European flounder",8120,0
1978,"Pleuronectes platessa",3,"European Plaice",1013,0
1978,"Pleuronectes platessa",4,"European Plaice",160000,473000
1978,"Pollachius pollachius",4,"European pollack",0,0
1978,"Pollachius virens",4,"Pollock",360100,1101000
1978,"Pollachius virens",4,"Pollock or saithe",0,0
1978,"Reinhardtius hippoglossoides",4,"Greenland halibut",14324600,0
1978,"Sardina pilchardus",1,"European pilchard",146000,528000
1978,"Sardina pilchardus",3,"Sardine",6310,0
1978,"Scophthalmus maximus",4,"Turbot",525,0
1978,"Scophthalmus rhombus",3,"Brill",0,0
1978,"Scophthalmus rhombus",4,"Brill",40,0
1978,"Sebastes mentella",4,"Beaked Redfish",9300,0
1978,"Sebastes norvegicus",4,"Golden Redfish",48800,743000
1978,"Solea solea",3,"Common sole",880,16460
1978,"Solea solea",4,"Common sole",20300,64700
1978,"Sprattus sprattus",3,"Sprat",26900,0
1978,"Sprattus sprattus",4,"Sprat",588900,2730000
1978,"Squalus acanthias",3,"Spurdog",47200,99000
1978,"Squatina squatina",3,"Angel shark",24,0
1978,"Trachurus picturatus",4,"Blue jack mackerel",3000,0
1978,"Trisopterus esmarkii",4,"Norway pout",23300,0
1979,"Ammodytes spp",4,"Sand eel",0,0
1979,"Argentina silus",3,"Greater silver smelt",103,0
1979,"Brosme brosme",4,"Tusk",0,0
1979,"Cetorhinus maximus",3,"Basking shark",5270,0
1979,"Clupea harengus",3,"Herring",58100,1150800
1979,"Clupea harengus",4,"Herring",295160,2363100
1979,"Coryphaenoides rupestris",4,"Roundnose grenadier",6150,0
1979,"Dicentrarchus labrax",1,"European seabass",550,0
1979,"Gadus morhua",3,"Atlantic Cod",4650,16300
1979,"Gadus morhua",3,"Atlantic cod",350550,995000
1979,"Gadus morhua",4,"Atlantic cod",1206410,3740800
1979,"Glyptocephalus cynoglossus",3,"Witch flounder",1570,0
1979,"Lamna nasus",3,"Porbeagle shark",864,0
1979,"Limanda limanda",4,"Dab",1640,0
1979,"Mallotus villosus",4,"Capelin",2760000,4160000
1979,"Melanogrammus aeglefinus",4,"Haddock",320700,1665200
1979,"Merlangius merlangus",3,"Whiting",244000,715000
1979,"Merlangius merlangus",4,"Whiting",3,0
1979,"Merluccius merluccius",2,"Hake",51100,128000
1979,"Microstomus kitt",3,"Lemon sole",0,0
1979,"Molva dypterygia",3,"Blue ling",10100,0
1979,"Molva molva",4,"Ling",0,0
1979,"Mullus surmuletus",1,"Striped red mullet",543,0
1979,"Nephrops norvegicus",3,"Norway lobster",237,0
1979,"Nephrops norvegicus",4,"Norway lobster",12727,0
1979,"Pagellus bogaraveo",3,"Red seabream",7010,0
1979,"Pandalus borealis",4,"Northern shrimp",37177,2.06
1979,"Platichthys flesus",4,"European flounder",7360,0
1979,"Pleuronectes platessa",3,"European Plaice",988,0
